Date,Category,Type,Amount,Responsible_Person,Relation
27-02-2024,Dining_Out_Entertainment,Expense,7585,Spouse,Spouse
27-02-2024,Medical_Expenses,Expense,7988,Shared,Children
27-02-2024,Fixed_Deposits_Gold,Expense,3240,Spouse,Spouse
28-02-2024,House_Rent,Expense,6439,Man,Self
28-02-2024,Utilities,Expense,4936,Man,Self
28-02-2024,Insurance,Expense,6697,Man,Self
28-02-2024,Groceries_Household,Expense,9703,Spouse,Spouse
28-02-2024,Medical_Expenses,Expense,10366,Shared,Children
28-02-2024,Shopping,Expense,9871,Spouse,Spouse
28-02-2024,Emergency_Fund,Expense,4846,Man,Self
28-02-2024,Mutual_Funds_Stocks,Expense,4239,Man,Self
28-02-2024,Children_Activities,Expense,8135,Spouse,Spouse
29-02-2024,House_Rent,Expense,11880,Man,Self
29-02-2024,Utilities,Expense,11149,Man,Self
29-02-2024,Insurance,Expense,11257,Man,Self
29-02-2024,Transport,Expense,8484,Man,Self
29-02-2024,Medical_Expenses,Expense,5683,Shared,Children
29-02-2024,Shopping,Expense,6307,Spouse,Spouse
29-02-2024,Vacations_Travel,Expense,5118,Shared,Children
29-02-2024,Emergency_Fund,Expense,4056,Man,Self
29-02-2024,Children_Education,Expense,5410,Man,Self
29-02-2024,Children_Activities,Expense,7267,Spouse,Spouse
01-03-2024,Man_Salary,Income,102923,Man,Self
01-03-2024,Spouse_Salary,Income,63446,Spouse,Spouse
01-03-2024,House_Rent,Expense,9556,Man,Self
01-03-2024,Groceries_Household,Expense,2947,Spouse,Spouse
01-03-2024,Transport,Expense,9012,Man,Self
01-03-2024,Dining_Out_Entertainment,Expense,10656,Spouse,Spouse
01-03-2024,Medical_Expenses,Expense,11832,Shared,Children
01-03-2024,Vacations_Travel,Expense,8366,Shared,Children
01-03-2024,Emergency_Fund,Expense,9115,Man,Self
01-03-2024,Mutual_Funds_Stocks,Expense,10900,Man,Self
01-03-2024,Children_Education,Expense,5515,Man,Self
02-03-2024,Maintenance_Charges,Expense,6981,Man,Self
02-03-2024,Utilities,Expense,5436,Man,Self
02-03-2024,Insurance,Expense,4417,Man,Self
02-03-2024,Groceries_Household,Expense,7089,Spouse,Spouse
02-03-2024,Transport,Expense,5874,Man,Self
02-03-2024,Emergency_Fund,Expense,9247,Man,Self
02-03-2024,Children_Activities,Expense,6589,Spouse,Spouse
03-03-2024,House_Rent,Expense,2109,Man,Self
03-03-2024,Maintenance_Charges,Expense,2384,Man,Self
03-03-2024,Groceries_Household,Expense,5209,Spouse,Spouse
03-03-2024,Transport,Expense,9466,Man,Self
03-03-2024,Dining_Out_Entertainment,Expense,7961,Spouse,Spouse
03-03-2024,Medical_Expenses,Expense,4959,Shared,Children
03-03-2024,Shopping,Expense,4971,Spouse,Spouse
03-03-2024,Vacations_Travel,Expense,9055,Shared,Children
03-03-2024,Mutual_Funds_Stocks,Expense,7947,Man,Self
03-03-2024,Children_Activities,Expense,5446,Spouse,Spouse
04-03-2024,House_Rent,Expense,5661,Man,Self
04-03-2024,Maintenance_Charges,Expense,5134,Man,Self
04-03-2024,Insurance,Expense,5753,Man,Self
04-03-2024,Groceries_Household,Expense,4509,Spouse,Spouse
04-03-2024,Dining_Out_Entertainment,Expense,7195,Spouse,Spouse
04-03-2024,Medical_Expenses,Expense,8564,Shared,Children
04-03-2024,Vacations_Travel,Expense,2077,Shared,Children
04-03-2024,Children_Education,Expense,10381,Man,Self
04-03-2024,Children_Activities,Expense,2087,Spouse,Spouse
05-03-2024,Freelance_Income,Income,7205,Man,Self
05-03-2024,Interest_Dividends,Income,4358,Man,Self
05-03-2024,House_Rent,Expense,36839,Man,Self
05-03-2024,Insurance,Expense,5708,Man,Self
05-03-2024,Groceries_Household,Expense,3163,Spouse,Spouse
05-03-2024,Dining_Out_Entertainment,Expense,7135,Spouse,Spouse
05-03-2024,Shopping,Expense,6882,Spouse,Spouse
05-03-2024,Vacations_Travel,Expense,11176,Shared,Children
05-03-2024,Children_Education,Expense,5523,Man,Self
06-03-2024,House_Rent,Expense,7522,Man,Self
06-03-2024,Utilities,Expense,10608,Man,Self
06-03-2024,Insurance,Expense,11995,Man,Self
06-03-2024,Groceries_Household,Expense,6007,Spouse,Spouse
06-03-2024,Transport,Expense,7277,Man,Self
06-03-2024,Vacations_Travel,Expense,6615,Shared,Children
06-03-2024,Mutual_Funds_Stocks,Expense,7239,Man,Self
06-03-2024,Fixed_Deposits_Gold,Expense,4063,Spouse,Spouse
07-03-2024,House_Rent,Expense,9991,Man,Self
07-03-2024,Maintenance_Charges,Expense,7585,Man,Self
07-03-2024,Transport,Expense,4769,Man,Self
07-03-2024,Vacations_Travel,Expense,5013,Shared,Children
07-03-2024,Emergency_Fund,Expense,11730,Man,Self
07-03-2024,Fixed_Deposits_Gold,Expense,2900,Spouse,Spouse
07-03-2024,Children_Activities,Expense,5405,Spouse,Spouse
08-03-2024,Freelance_Income,Income,7623,Man,Self
08-03-2024,Insurance,Expense,10164,Man,Self
08-03-2024,Groceries_Household,Expense,7746,Spouse,Spouse
08-03-2024,Transport,Expense,7087,Man,Self
08-03-2024,Medical_Expenses,Expense,8248,Shared,Children
08-03-2024,Shopping,Expense,11148,Spouse,Spouse
08-03-2024,Vacations_Travel,Expense,2925,Shared,Children
08-03-2024,Emergency_Fund,Expense,2602,Man,Self
08-03-2024,Fixed_Deposits_Gold,Expense,5657,Spouse,Spouse
08-03-2024,Children_Activities,Expense,9670,Spouse,Spouse
09-03-2024,House_Rent,Expense,10207,Man,Self
09-03-2024,Maintenance_Charges,Expense,8901,Man,Self
09-03-2024,Medical_Expenses,Expense,6080,Shared,Children
09-03-2024,Shopping,Expense,8422,Spouse,Spouse
09-03-2024,Emergency_Fund,Expense,9968,Man,Self
09-03-2024,Mutual_Funds_Stocks,Expense,8579,Man,Self
09-03-2024,Children_Education,Expense,11977,Man,Self
10-03-2024,House_Rent,Expense,6536,Man,Self
10-03-2024,Utilities,Expense,4696,Man,Self
10-03-2024,Groceries_Household,Expense,8333,Spouse,Spouse
10-03-2024,Dining_Out_Entertainment,Expense,8896,Spouse,Spouse
10-03-2024,Emergency_Fund,Expense,7995,Man,Self
10-03-2024,Children_Education,Expense,13791,Man,Self
11-03-2024,Freelance_Income,Income,9184,Man,Self
11-03-2024,House_Rent,Expense,6673,Man,Self
11-03-2024,Maintenance_Charges,Expense,5432,Man,Self
11-03-2024,Utilities,Expense,11197,Man,Self
11-03-2024,Insurance,Expense,2557,Man,Self
11-03-2024,Groceries_Household,Expense,2199,Spouse,Spouse
11-03-2024,Transport,Expense,11210,Man,Self
11-03-2024,Emergency_Fund,Expense,10205,Man,Self
11-03-2024,Mutual_Funds_Stocks,Expense,4303,Man,Self
11-03-2024,Fixed_Deposits_Gold,Expense,8835,Spouse,Spouse
11-03-2024,Children_Activities,Expense,9435,Spouse,Spouse
12-03-2024,Freelance_Income,Income,7257,Man,Self
12-03-2024,House_Rent,Expense,2213,Man,Self
12-03-2024,Insurance,Expense,3055,Man,Self
12-03-2024,Groceries_Household,Expense,4318,Spouse,Spouse
12-03-2024,Dining_Out_Entertainment,Expense,7776,Spouse,Spouse
12-03-2024,Shopping,Expense,8360,Spouse,Spouse
12-03-2024,Vacations_Travel,Expense,4012,Shared,Children
12-03-2024,Emergency_Fund,Expense,2746,Man,Self
12-03-2024,Mutual_Funds_Stocks,Expense,8497,Man,Self
12-03-2024,Fixed_Deposits_Gold,Expense,11792,Spouse,Spouse
12-03-2024,Children_Education,Expense,6807,Man,Self
12-03-2024,Children_Activities,Expense,3729,Spouse,Spouse
13-03-2024,Maintenance_Charges,Expense,10036,Man,Self
13-03-2024,Utilities,Expense,10916,Man,Self
13-03-2024,Insurance,Expense,7353,Man,Self
13-03-2024,Groceries_Household,Expense,8156,Spouse,Spouse
13-03-2024,Transport,Expense,10482,Man,Self
13-03-2024,Shopping,Expense,3593,Spouse,Spouse
13-03-2024,Vacations_Travel,Expense,2503,Shared,Children
13-03-2024,Emergency_Fund,Expense,4387,Man,Self
13-03-2024,Children_Education,Expense,2813,Man,Self
13-03-2024,Children_Activities,Expense,7592,Spouse,Spouse
14-03-2024,Maintenance_Charges,Expense,10645,Man,Self
14-03-2024,Utilities,Expense,4859,Man,Self
14-03-2024,Insurance,Expense,4406,Man,Self
14-03-2024,Dining_Out_Entertainment,Expense,5285,Spouse,Spouse
14-03-2024,Shopping,Expense,5708,Spouse,Spouse
14-03-2024,Vacations_Travel,Expense,4259,Shared,Children
14-03-2024,Emergency_Fund,Expense,7765,Man,Self
14-03-2024,Fixed_Deposits_Gold,Expense,2926,Spouse,Spouse
14-03-2024,Children_Education,Expense,8084,Man,Self
14-03-2024,Children_Activities,Expense,4091,Spouse,Spouse
15-03-2024,House_Rent,Expense,3798,Man,Self
15-03-2024,Groceries_Household,Expense,8359,Spouse,Spouse
15-03-2024,Transport,Expense,7095,Man,Self
15-03-2024,Dining_Out_Entertainment,Expense,7866,Spouse,Spouse
15-03-2024,Medical_Expenses,Expense,3825,Shared,Children
15-03-2024,Vacations_Travel,Expense,2791,Shared,Children
15-03-2024,Emergency_Fund,Expense,9417,Man,Self
15-03-2024,Children_Education,Expense,11639,Man,Self
16-03-2024,Maintenance_Charges,Expense,4540,Man,Self
16-03-2024,Utilities,Expense,4035,Man,Self
16-03-2024,Insurance,Expense,10019,Man,Self
16-03-2024,Dining_Out_Entertainment,Expense,3089,Spouse,Spouse
16-03-2024,Medical_Expenses,Expense,10726,Shared,Children
16-03-2024,Shopping,Expense,3006,Spouse,Spouse
16-03-2024,Mutual_Funds_Stocks,Expense,4160,Man,Self
16-03-2024,Children_Activities,Expense,2298,Spouse,Spouse
17-03-2024,Freelance_Income,Income,5501,Man,Self
17-03-2024,House_Rent,Expense,5975,Man,Self
17-03-2024,Maintenance_Charges,Expense,2348,Man,Self
17-03-2024,Utilities,Expense,4933,Man,Self
17-03-2024,Insurance,Expense,2337,Man,Self
17-03-2024,Transport,Expense,10994,Man,Self
17-03-2024,Vacations_Travel,Expense,9852,Shared,Children
17-03-2024,Emergency_Fund,Expense,7405,Man,Self
18-03-2024,Utilities,Expense,4899,Man,Self
18-03-2024,Groceries_Household,Expense,8747,Spouse,Spouse
18-03-2024,Transport,Expense,6019,Man,Self
18-03-2024,Medical_Expenses,Expense,9006,Shared,Children
18-03-2024,Shopping,Expense,11304,Spouse,Spouse
18-03-2024,Mutual_Funds_Stocks,Expense,8851,Man,Self
18-03-2024,Fixed_Deposits_Gold,Expense,6756,Spouse,Spouse
18-03-2024,Children_Education,Expense,2439,Man,Self
18-03-2024,Children_Activities,Expense,6849,Spouse,Spouse
19-03-2024,House_Rent,Expense,3344,Man,Self
19-03-2024,Maintenance_Charges,Expense,10205,Man,Self
19-03-2024,Utilities,Expense,3317,Man,Self
19-03-2024,Groceries_Household,Expense,11664,Spouse,Spouse
19-03-2024,Transport,Expense,11136,Man,Self
19-03-2024,Dining_Out_Entertainment,Expense,4354,Spouse,Spouse
19-03-2024,Medical_Expenses,Expense,6329,Shared,Children
19-03-2024,Emergency_Fund,Expense,3600,Man,Self
19-03-2024,Mutual_Funds_Stocks,Expense,9853,Man,Self
19-03-2024,Fixed_Deposits_Gold,Expense,4371,Spouse,Spouse
19-03-2024,Children_Activities,Expense,5713,Spouse,Spouse
20-03-2024,House_Rent,Expense,2807,Man,Self
20-03-2024,Maintenance_Charges,Expense,6959,Man,Self
20-03-2024,Insurance,Expense,6600,Man,Self
20-03-2024,Dining_Out_Entertainment,Expense,4744,Spouse,Spouse
20-03-2024,Shopping,Expense,7807,Spouse,Spouse
20-03-2024,Emergency_Fund,Expense,3942,Man,Self
20-03-2024,Children_Education,Expense,5616,Man,Self
20-03-2024,Children_Activities,Expense,7093,Spouse,Spouse
21-03-2024,Maintenance_Charges,Expense,2457,Man,Self
21-03-2024,Shopping,Expense,9030,Spouse,Spouse
21-03-2024,Vacations_Travel,Expense,9624,Shared,Children
21-03-2024,Emergency_Fund,Expense,9667,Man,Self
21-03-2024,Fixed_Deposits_Gold,Expense,9795,Spouse,Spouse
21-03-2024,Children_Activities,Expense,7067,Spouse,Spouse
22-03-2024,Freelance_Income,Income,8596,Man,Self
22-03-2024,House_Rent,Expense,10959,Man,Self
22-03-2024,Utilities,Expense,6634,Man,Self
22-03-2024,Groceries_Household,Expense,2804,Spouse,Spouse
22-03-2024,Transport,Expense,7648,Man,Self
22-03-2024,Shopping,Expense,5695,Spouse,Spouse
22-03-2024,Emergency_Fund,Expense,6868,Man,Self
22-03-2024,Mutual_Funds_Stocks,Expense,4042,Man,Self
22-03-2024,Fixed_Deposits_Gold,Expense,4913,Spouse,Spouse
22-03-2024,Children_Activities,Expense,9436,Spouse,Spouse
23-03-2024,House_Rent,Expense,9352,Man,Self
23-03-2024,Maintenance_Charges,Expense,7780,Man,Self
23-03-2024,Utilities,Expense,7972,Man,Self
23-03-2024,Groceries_Household,Expense,5043,Spouse,Spouse
23-03-2024,Shopping,Expense,9923,Spouse,Spouse
23-03-2024,Vacations_Travel,Expense,3219,Shared,Children
23-03-2024,Emergency_Fund,Expense,2171,Man,Self
23-03-2024,Children_Education,Expense,7908,Man,Self
23-03-2024,Children_Activities,Expense,9915,Spouse,Spouse
24-03-2024,House_Rent,Expense,9529,Man,Self
24-03-2024,Utilities,Expense,11344,Man,Self
24-03-2024,Shopping,Expense,6240,Spouse,Spouse
24-03-2024,Vacations_Travel,Expense,10739,Shared,Children
24-03-2024,Children_Education,Expense,3272,Man,Self
24-03-2024,Children_Activities,Expense,4344,Spouse,Spouse
25-03-2024,Groceries_Household,Expense,6234,Spouse,Spouse
25-03-2024,Dining_Out_Entertainment,Expense,8785,Spouse,Spouse
25-03-2024,Medical_Expenses,Expense,3152,Shared,Children
25-03-2024,Mutual_Funds_Stocks,Expense,6156,Man,Self
25-03-2024,Children_Education,Expense,11434,Man,Self
25-03-2024,Children_Activities,Expense,10551,Spouse,Spouse
26-03-2024,Maintenance_Charges,Expense,3831,Man,Self
26-03-2024,Insurance,Expense,8256,Man,Self
26-03-2024,Transport,Expense,8462,Man,Self
26-03-2024,Medical_Expenses,Expense,6843,Shared,Children
26-03-2024,Shopping,Expense,7625,Spouse,Spouse
26-03-2024,Emergency_Fund,Expense,10894,Man,Self
26-03-2024,Mutual_Funds_Stocks,Expense,9630,Man,Self
26-03-2024,Fixed_Deposits_Gold,Expense,3347,Spouse,Spouse
26-03-2024,Children_Activities,Expense,4726,Spouse,Spouse
27-03-2024,Freelance_Income,Income,6987,Man,Self
27-03-2024,House_Rent,Expense,11148,Man,Self
27-03-2024,Utilities,Expense,10732,Man,Self
27-03-2024,Groceries_Household,Expense,5119,Spouse,Spouse
27-03-2024,Transport,Expense,3353,Man,Self
27-03-2024,Medical_Expenses,Expense,5562,Shared,Children
27-03-2024,Shopping,Expense,2736,Spouse,Spouse
27-03-2024,Vacations_Travel,Expense,11410,Shared,Children
27-03-2024,Emergency_Fund,Expense,2276,Man,Self
27-03-2024,Mutual_Funds_Stocks,Expense,6535,Man,Self
27-03-2024,Fixed_Deposits_Gold,Expense,8808,Spouse,Spouse
27-03-2024,Children_Activities,Expense,6468,Spouse,Spouse
28-03-2024,Freelance_Income,Income,8661,Man,Self
28-03-2024,Insurance,Expense,8182,Man,Self
28-03-2024,Groceries_Household,Expense,7956,Spouse,Spouse
28-03-2024,Transport,Expense,10631,Man,Self
28-03-2024,Dining_Out_Entertainment,Expense,2659,Spouse,Spouse
28-03-2024,Medical_Expenses,Expense,9612,Shared,Children
28-03-2024,Shopping,Expense,6977,Spouse,Spouse
28-03-2024,Emergency_Fund,Expense,5643,Man,Self
28-03-2024,Mutual_Funds_Stocks,Expense,8602,Man,Self
28-03-2024,Children_Activities,Expense,10530,Spouse,Spouse
29-03-2024,Freelance_Income,Income,7345,Man,Self
29-03-2024,House_Rent,Expense,4147,Man,Self
29-03-2024,Transport,Expense,8563,Man,Self
29-03-2024,Medical_Expenses,Expense,11144,Shared,Children
29-03-2024,Vacations_Travel,Expense,4455,Shared,Children
29-03-2024,Emergency_Fund,Expense,8430,Man,Self
29-03-2024,Mutual_Funds_Stocks,Expense,5596,Man,Self
30-03-2024,Freelance_Income,Income,5422,Man,Self
30-03-2024,Maintenance_Charges,Expense,4761,Man,Self
30-03-2024,Insurance,Expense,4352,Man,Self
30-03-2024,Dining_Out_Entertainment,Expense,10635,Spouse,Spouse
30-03-2024,Shopping,Expense,4215,Spouse,Spouse
30-03-2024,Children_Education,Expense,11054,Man,Self
31-03-2024,House_Rent,Expense,5592,Man,Self
31-03-2024,Maintenance_Charges,Expense,5744,Man,Self
31-03-2024,Insurance,Expense,6986,Man,Self
31-03-2024,Transport,Expense,4799,Man,Self
31-03-2024,Medical_Expenses,Expense,2047,Shared,Children
31-03-2024,Shopping,Expense,5694,Spouse,Spouse
31-03-2024,Vacations_Travel,Expense,11935,Shared,Children
31-03-2024,Mutual_Funds_Stocks,Expense,9302,Man,Self
31-03-2024,Children_Education,Expense,6952,Man,Self
31-03-2024,Children_Activities,Expense,4570,Spouse,Spouse
01-04-2024,Man_Salary,Income,106923,Man,Self
01-04-2024,Spouse_Salary,Income,65661,Spouse,Spouse
01-04-2024,Freelance_Income,Income,10344,Man,Self
01-04-2024,House_Rent,Expense,7302,Man,Self
01-04-2024,Utilities,Expense,3792,Man,Self
01-04-2024,Insurance,Expense,6712,Man,Self
01-04-2024,Dining_Out_Entertainment,Expense,4145,Spouse,Spouse
01-04-2024,Vacations_Travel,Expense,8594,Shared,Children
01-04-2024,Emergency_Fund,Expense,3140,Man,Self
01-04-2024,Mutual_Funds_Stocks,Expense,11212,Man,Self
01-04-2024,Fixed_Deposits_Gold,Expense,6895,Spouse,Spouse
02-04-2024,Freelance_Income,Income,6048,Man,Self
02-04-2024,Utilities,Expense,4260,Man,Self
02-04-2024,Groceries_Household,Expense,11941,Spouse,Spouse
02-04-2024,Transport,Expense,9505,Man,Self
02-04-2024,Vacations_Travel,Expense,11880,Shared,Children
02-04-2024,Emergency_Fund,Expense,10976,Man,Self
02-04-2024,Fixed_Deposits_Gold,Expense,3441,Spouse,Spouse
02-04-2024,Children_Education,Expense,6792,Man,Self
02-04-2024,Children_Activities,Expense,7482,Spouse,Spouse
03-04-2024,Freelance_Income,Income,8886,Man,Self
03-04-2024,Utilities,Expense,6168,Man,Self
03-04-2024,Insurance,Expense,9810,Man,Self
03-04-2024,Groceries_Household,Expense,7166,Spouse,Spouse
03-04-2024,Transport,Expense,11185,Man,Self
03-04-2024,Medical_Expenses,Expense,2986,Shared,Children
03-04-2024,Shopping,Expense,9001,Spouse,Spouse
03-04-2024,Vacations_Travel,Expense,2801,Shared,Children
03-04-2024,Emergency_Fund,Expense,2521,Man,Self
03-04-2024,Mutual_Funds_Stocks,Expense,10679,Man,Self
04-04-2024,Freelance_Income,Income,6677,Man,Self
04-04-2024,House_Rent,Expense,4169,Man,Self
04-04-2024,Utilities,Expense,9683,Man,Self
04-04-2024,Insurance,Expense,9575,Man,Self
04-04-2024,Transport,Expense,3579,Man,Self
04-04-2024,Emergency_Fund,Expense,7000,Man,Self
04-04-2024,Mutual_Funds_Stocks,Expense,4093,Man,Self
05-04-2024,Freelance_Income,Income,10724,Man,Self
05-04-2024,Interest_Dividends,Income,2486,Man,Self
05-04-2024,House_Rent,Expense,36509,Man,Self
05-04-2024,Maintenance_Charges,Expense,5864,Man,Self
05-04-2024,Groceries_Household,Expense,2028,Spouse,Spouse
05-04-2024,Transport,Expense,9947,Man,Self
05-04-2024,Medical_Expenses,Expense,5320,Shared,Children
05-04-2024,Emergency_Fund,Expense,7354,Man,Self
05-04-2024,Fixed_Deposits_Gold,Expense,10979,Spouse,Spouse
05-04-2024,Children_Activities,Expense,3500,Spouse,Spouse
06-04-2024,House_Rent,Expense,8521,Man,Self
06-04-2024,Utilities,Expense,8199,Man,Self
06-04-2024,Dining_Out_Entertainment,Expense,10591,Spouse,Spouse
06-04-2024,Emergency_Fund,Expense,5238,Man,Self
06-04-2024,Fixed_Deposits_Gold,Expense,7838,Spouse,Spouse
06-04-2024,Children_Education,Expense,11426,Man,Self
07-04-2024,Freelance_Income,Income,10980,Man,Self
07-04-2024,Maintenance_Charges,Expense,3869,Man,Self
07-04-2024,Transport,Expense,6803,Man,Self
07-04-2024,Shopping,Expense,8770,Spouse,Spouse
07-04-2024,Emergency_Fund,Expense,10948,Man,Self
07-04-2024,Mutual_Funds_Stocks,Expense,9304,Man,Self
07-04-2024,Children_Education,Expense,6409,Man,Self
07-04-2024,Children_Activities,Expense,3790,Spouse,Spouse
08-04-2024,House_Rent,Expense,10752,Man,Self
08-04-2024,Insurance,Expense,8970,Man,Self
08-04-2024,Transport,Expense,9018,Man,Self
08-04-2024,Dining_Out_Entertainment,Expense,2546,Spouse,Spouse
08-04-2024,Shopping,Expense,7763,Spouse,Spouse
08-04-2024,Emergency_Fund,Expense,7311,Man,Self
08-04-2024,Children_Education,Expense,7625,Man,Self
08-04-2024,Children_Activities,Expense,5549,Spouse,Spouse
09-04-2024,Freelance_Income,Income,5130,Man,Self
09-04-2024,House_Rent,Expense,5597,Man,Self
09-04-2024,Maintenance_Charges,Expense,10949,Man,Self
09-04-2024,Utilities,Expense,9560,Man,Self
09-04-2024,Insurance,Expense,11920,Man,Self
09-04-2024,Transport,Expense,5226,Man,Self
09-04-2024,Vacations_Travel,Expense,2648,Shared,Children
09-04-2024,Emergency_Fund,Expense,11606,Man,Self
09-04-2024,Mutual_Funds_Stocks,Expense,8678,Man,Self
09-04-2024,Fixed_Deposits_Gold,Expense,11457,Spouse,Spouse
09-04-2024,Children_Education,Expense,8671,Man,Self
09-04-2024,Children_Activities,Expense,11149,Spouse,Spouse
10-04-2024,Maintenance_Charges,Expense,6497,Man,Self
10-04-2024,Transport,Expense,5739,Man,Self
10-04-2024,Dining_Out_Entertainment,Expense,4318,Spouse,Spouse
10-04-2024,Medical_Expenses,Expense,3725,Shared,Children
10-04-2024,Children_Education,Expense,18146,Man,Self
10-04-2024,Children_Activities,Expense,3446,Spouse,Spouse
11-04-2024,House_Rent,Expense,11749,Man,Self
11-04-2024,Maintenance_Charges,Expense,8903,Man,Self
11-04-2024,Groceries_Household,Expense,3040,Spouse,Spouse
11-04-2024,Transport,Expense,10136,Man,Self
11-04-2024,Medical_Expenses,Expense,7531,Shared,Children
11-04-2024,Shopping,Expense,4920,Spouse,Spouse
11-04-2024,Children_Activities,Expense,4323,Spouse,Spouse
12-04-2024,Freelance_Income,Income,8215,Man,Self
12-04-2024,House_Rent,Expense,9044,Man,Self
12-04-2024,Utilities,Expense,3840,Man,Self
12-04-2024,Groceries_Household,Expense,6630,Spouse,Spouse
12-04-2024,Transport,Expense,3879,Man,Self
12-04-2024,Vacations_Travel,Expense,10132,Shared,Children
12-04-2024,Mutual_Funds_Stocks,Expense,11437,Man,Self
12-04-2024,Children_Education,Expense,3796,Man,Self
12-04-2024,Children_Activities,Expense,6689,Spouse,Spouse
13-04-2024,Maintenance_Charges,Expense,5107,Man,Self
13-04-2024,Insurance,Expense,7410,Man,Self
13-04-2024,Dining_Out_Entertainment,Expense,2411,Spouse,Spouse
13-04-2024,Vacations_Travel,Expense,8369,Shared,Children
13-04-2024,Fixed_Deposits_Gold,Expense,8779,Spouse,Spouse
13-04-2024,Children_Education,Expense,7218,Man,Self
13-04-2024,Children_Activities,Expense,5703,Spouse,Spouse
14-04-2024,Freelance_Income,Income,9244,Man,Self
14-04-2024,House_Rent,Expense,5780,Man,Self
14-04-2024,Maintenance_Charges,Expense,10851,Man,Self
14-04-2024,Transport,Expense,2181,Man,Self
14-04-2024,Mutual_Funds_Stocks,Expense,9168,Man,Self
14-04-2024,Children_Education,Expense,10702,Man,Self
14-04-2024,Children_Activities,Expense,7883,Spouse,Spouse
15-04-2024,Freelance_Income,Income,10477,Man,Self
15-04-2024,House_Rent,Expense,9555,Man,Self
15-04-2024,Groceries_Household,Expense,8595,Spouse,Spouse
15-04-2024,Transport,Expense,5890,Man,Self
15-04-2024,Medical_Expenses,Expense,2208,Shared,Children
15-04-2024,Vacations_Travel,Expense,7510,Shared,Children
15-04-2024,Emergency_Fund,Expense,4480,Man,Self
15-04-2024,Fixed_Deposits_Gold,Expense,11525,Spouse,Spouse
15-04-2024,Children_Education,Expense,8322,Man,Self
15-04-2024,Children_Activities,Expense,5732,Spouse,Spouse
16-04-2024,Freelance_Income,Income,5326,Man,Self
16-04-2024,House_Rent,Expense,4768,Man,Self
16-04-2024,Maintenance_Charges,Expense,6981,Man,Self
16-04-2024,Transport,Expense,11007,Man,Self
16-04-2024,Dining_Out_Entertainment,Expense,3260,Spouse,Spouse
16-04-2024,Shopping,Expense,3251,Spouse,Spouse
16-04-2024,Emergency_Fund,Expense,5789,Man,Self
16-04-2024,Mutual_Funds_Stocks,Expense,7211,Man,Self
16-04-2024,Fixed_Deposits_Gold,Expense,9965,Spouse,Spouse
16-04-2024,Children_Education,Expense,6101,Man,Self
16-04-2024,Children_Activities,Expense,8773,Spouse,Spouse
17-04-2024,Freelance_Income,Income,9772,Man,Self
17-04-2024,Utilities,Expense,7422,Man,Self
17-04-2024,Insurance,Expense,4045,Man,Self
17-04-2024,Groceries_Household,Expense,6811,Spouse,Spouse
17-04-2024,Transport,Expense,10183,Man,Self
17-04-2024,Medical_Expenses,Expense,11539,Shared,Children
17-04-2024,Shopping,Expense,8635,Spouse,Spouse
17-04-2024,Vacations_Travel,Expense,5905,Shared,Children
17-04-2024,Children_Education,Expense,3536,Man,Self
18-04-2024,Freelance_Income,Income,11380,Man,Self
18-04-2024,House_Rent,Expense,3181,Man,Self
18-04-2024,Maintenance_Charges,Expense,2494,Man,Self
18-04-2024,Utilities,Expense,11487,Man,Self
18-04-2024,Dining_Out_Entertainment,Expense,5339,Spouse,Spouse
18-04-2024,Shopping,Expense,6894,Spouse,Spouse
18-04-2024,Vacations_Travel,Expense,4417,Shared,Children
18-04-2024,Children_Education,Expense,5420,Man,Self
18-04-2024,Children_Activities,Expense,10339,Spouse,Spouse
19-04-2024,House_Rent,Expense,11403,Man,Self
19-04-2024,Utilities,Expense,4158,Man,Self
19-04-2024,Groceries_Household,Expense,10383,Spouse,Spouse
19-04-2024,Dining_Out_Entertainment,Expense,9242,Spouse,Spouse
19-04-2024,Vacations_Travel,Expense,9583,Shared,Children
19-04-2024,Fixed_Deposits_Gold,Expense,9628,Spouse,Spouse
20-04-2024,House_Rent,Expense,7501,Man,Self
20-04-2024,Maintenance_Charges,Expense,10015,Man,Self
20-04-2024,Utilities,Expense,8725,Man,Self
20-04-2024,Insurance,Expense,4512,Man,Self
20-04-2024,Shopping,Expense,8546,Spouse,Spouse
20-04-2024,Vacations_Travel,Expense,9512,Shared,Children
20-04-2024,Emergency_Fund,Expense,11259,Man,Self
20-04-2024,Fixed_Deposits_Gold,Expense,5392,Spouse,Spouse
20-04-2024,Children_Education,Expense,9466,Man,Self
20-04-2024,Children_Activities,Expense,3342,Spouse,Spouse
21-04-2024,Utilities,Expense,9067,Man,Self
21-04-2024,Insurance,Expense,2511,Man,Self
21-04-2024,Dining_Out_Entertainment,Expense,8258,Spouse,Spouse
21-04-2024,Shopping,Expense,7864,Spouse,Spouse
21-04-2024,Vacations_Travel,Expense,10225,Shared,Children
21-04-2024,Emergency_Fund,Expense,9207,Man,Self
21-04-2024,Fixed_Deposits_Gold,Expense,10367,Spouse,Spouse
22-04-2024,Freelance_Income,Income,10834,Man,Self
22-04-2024,Groceries_Household,Expense,2371,Spouse,Spouse
22-04-2024,Transport,Expense,4604,Man,Self
22-04-2024,Emergency_Fund,Expense,9659,Man,Self
22-04-2024,Mutual_Funds_Stocks,Expense,11779,Man,Self
